name,type,domain,stripe_customer_id,stripe_subscription_id,purchased_capacity,orgs_purchased,orgs_count,prompts_count,prompt_limit,credits_usage,credits_capacity,orgs_count_hf,subscription_id,mrr,arr,discount_count,currency,interval,baseline_credits_needed,effective_discount_pct,new_plan,plan_credits,plan_price,credit_price,purchased_credits,extra_credits_granted,extra_credits_granted_10,discount_amount,discount_pct,total_available_credits
WireMock,IN_HOUSE,wiremock.io,cus_TA7Ggif36XMwdN,sub_1SDn3UKojVEYZPlXG0L4XQOL,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1SDn3UKojVEYZPlXG0L4XQOL,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Simform,IN_HOUSE,simform.com,cus_T9KVcYeG2yW72I,sub_1SD39bKojVEYZPlXcCjKtjAa,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SD39bKojVEYZPlXcCjKtjAa,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Universität Siegen,IN_HOUSE,uni-siegen.de,cus_T6d0LcPKwY3WZQ,sub_1SAPmVKojVEYZPlXbeBbcmij,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SAPmVKojVEYZPlXbeBbcmij,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Flood Digital,AGENCY,flooddigital.co,cus_SMLBMd7BBUNkI2,sub_1RRfiSKojVEYZPlXOmjn3F3C,,,8.0,171.0,275.0,18540.0,31500.0,1.0,sub_1RRfiSKojVEYZPlXOmjn3F3C,699,,0.0,usd,month,31500.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Advice Interactive,AGENCY,adviceinteractive.com,cus_SnrUb7yvjBigBm,sub_1RsG1tKojVEYZPlX4GOaya49,2025.0,3.0,3.0,1981.0,2050.0,178290.0,184500.0,0.0,sub_1RsG1tKojVEYZPlX4GOaya49,2260,,0.0,usd,month,184500.0,0,scale,37425,499,0.013333333333333334,132075.0,15000.0,16500.0,0.0,0.0,184500
גמבורג הסעות rent a bus,IN_HOUSE,rentabus.co.il,cus_SudVF18pF8CkFK,sub_1RyoG6KojVEYZPlXPVHnqW70,25.0,4.0,4.0,98.0,100.0,8820.0,9000.0,0.0,sub_1RyoG6KojVEYZPlXPVHnqW70,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
cafecasino,IN_HOUSE,cafecasino.lv,cus_SwUFe3OrRzljVN,sub_1S0bIgKojVEYZPlXpCV6mGXf,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S0bIgKojVEYZPlXpCV6mGXf,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Jedha Bootcamp,IN_HOUSE,jedha.co,cus_SZOfRdV42vAHRx,sub_1ReFsdKojVEYZPlXcxx1kGn5,100.0,1.0,1.0,57.0,100.0,5130.0,9000.0,0.0,sub_1ReFsdKojVEYZPlXcxx1kGn5,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
WellEasy,IN_HOUSE,welleasy.co.uk,cus_T9PzpFrNUWSpjs,sub_1SD7BsKojVEYZPlXu1uTCR30,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SD7BsKojVEYZPlXu1uTCR30,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
PANBlast,AGENCY,panblastpr.com,cus_SRBr61mVDi0JGn,sub_1RWJTcKojVEYZPlXgW8aEowc,25.0,4.0,4.0,99.0,100.0,8910.0,9000.0,0.0,sub_1RWJTcKojVEYZPlXgW8aEowc,199,,0.0,usd,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Siege,AGENCY,siegemedia.com,cus_Sbl0y6zT1RW40j,sub_1S8n34KojVEYZPlX6R7xXMPv,,,48.0,876.0,1340.0,80310.0,126600.0,0.0,sub_1S8n34KojVEYZPlX6R7xXMPv,1373,,0.0,usd,month,126600.0,0,scale,37425,499,0.013333333333333334,65550.0,23625.0,25987.500000000004,0.0,0.0,126600
gastromatic,IN_HOUSE,gastromatic.com,cus_SgpqZnS7MDdXUg,sub_1Rq9K2KojVEYZPlXkLqHxH7H,25.0,1.0,1.0,20.0,25.0,1800.0,2250.0,0.0,sub_1Rq9K2KojVEYZPlXkLqHxH7H,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
SureCam,IN_HOUSE,surecam.com,cus_SsKTmJOxvoHswP,sub_1S1BcIKojVEYZPlXEOaOCyrA,25.0,1.0,1.0,13.0,25.0,1170.0,2250.0,0.0,sub_1S1BcIKojVEYZPlXEOaOCyrA,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Yours Sincerely,AGENCY,yourssincerely.online,cus_SogenAjMelE6Ms,sub_1Rt3NEKojVEYZPlXmDLUa8Kx,25.0,2.0,2.0,50.0,50.0,4500.0,4500.0,0.0,sub_1Rt3NEKojVEYZPlXmDLUa8Kx,178,,0.0,eur,month,4500.0,0,intro,2250,89,0.03955555555555555,2250.0,0.0,0.0,0.0,0.0,4500
FOA,IN_HOUSE,foa.dk,cus_T1nPO8hfrb48nJ,sub_1S5mCjKojVEYZPlXvV2sevDx,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S5mCjKojVEYZPlXvV2sevDx,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Web Focused,AGENCY,getwebfocused.com,cus_SzfE3qtj5kjnz8,sub_1S3fuJKojVEYZPlXfMDcvlTP,50.0,2.0,2.0,44.0,100.0,3960.0,9000.0,0.0,sub_1S3fuJKojVEYZPlXfMDcvlTP,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
VAQA,AGENCY,vaqa.co.uk,cus_SgpavlhLfWXWXP,sub_1RlRx2KojVEYZPlXdi0krqKx,100.0,2.0,2.0,200.0,200.0,18000.0,18000.0,0.0,sub_1RlRx2KojVEYZPlXdi0krqKx,300,,0.0,eur,month,18000.0,0,growth,12935,199,0.015384615384615385,5065.0,0.0,0.0,0.0,0.0,18000
DEPT,AGENCY,deptagency.com,cus_SODf2O6AF4Y79O,sub_1RTREWKojVEYZPlXNg0R0NnU,850.0,7.0,7.0,1077.0,1150.0,96930.0,103500.0,0.0,sub_1RTREWKojVEYZPlXNg0R0NnU,1474,,0.0,eur,month,103500.0,0,scale,37425,499,0.013333333333333334,66075.0,0.0,0.0,0.0,0.0,103500
Atria,IN_HOUSE,tryatria.com,cus_TBQCpGC5s2Aymd,sub_1SF3Q4KojVEYZPlXbN3kB0Wc,25.0,1.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1SF3Q4KojVEYZPlXbN3kB0Wc,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
commercetools - CPG & Retail,AGENCY,commercetools.com,cus_Su4SRu2ClzwtzZ,sub_1RyGKJKojVEYZPlXOQxxdElY,25.0,1.0,1.0,12.0,25.0,1080.0,2250.0,0.0,sub_1RyGKJKojVEYZPlXOQxxdElY,89,,0.0,usd,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Jitter,IN_HOUSE,jitter.video,cus_SjSDvITObBNKnQ,sub_1Ro1yoKojVEYZPlXnfYXLaD8,25.0,1.0,1.0,13.0,25.0,1170.0,2250.0,0.0,sub_1Ro1yoKojVEYZPlXnfYXLaD8,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
HowToSaaS,AGENCY,howtosaas.com,cus_SDIMaUmvNtwyBd,sub_1RIrzOKojVEYZPlXcWIyCyvX,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RIrzOKojVEYZPlXcWIyCyvX,90,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Mito,AGENCY,mito.hu,cus_SjsMER7unqgZkj,sub_1RqwojKojVEYZPlXwFW5rYZx,,,20.0,1586.0,2525.0,155790.0,245250.0,0.0,sub_1RqwojKojVEYZPlXwFW5rYZx,1350,16200.0,0.0,eur,year,245250.0,0,scale,37425,4990,0.011111111111111112,207825.0,0.0,0.0,0.0,0.0,245250
TF Group S.p.A.,AGENCY,siae.it,cus_T9hHmq8pCxZmPX,sub_1SDNwaKojVEYZPlXL9KFAokf,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SDNwaKojVEYZPlXL9KFAokf,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Carglass,IN_HOUSE,carglass.de,cus_Sbvc9h9hwa0lkl,sub_1Rgi5jKojVEYZPlXs8paBupA,100.0,1.0,1.0,95.0,100.0,8550.0,9000.0,0.0,sub_1Rgi5jKojVEYZPlXs8paBupA,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Cream Content,AGENCY,creampublishing.com,cus_TBGID7zIpL9cgP,sub_1SFBNcKojVEYZPlXQgKsR2bF,100.0,1.0,1.0,21.0,100.0,1890.0,9000.0,0.0,sub_1SFBNcKojVEYZPlXQgKsR2bF,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
QLINT,AGENCY,qlint.fr,cus_SwdXjYlHPdSe4x,sub_1S0kIiKojVEYZPlXJdrLEEZP,25.0,1.0,1.0,16.0,25.0,1440.0,2250.0,0.0,sub_1S0kIiKojVEYZPlXJdrLEEZP,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Aperitif,AGENCY,aperitifagency.com.au,cus_SeVfzHemnNVlrD,sub_1RjCeCKojVEYZPlXU1UcpWJD,100.0,1.0,1.0,21.0,100.0,1890.0,9000.0,0.0,sub_1RjCeCKojVEYZPlXU1UcpWJD,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
7aeo,AGENCY,7aeo.com,cus_T4VAwRekn6n9LG,sub_1S8MA7KojVEYZPlXDkQumot6,25.0,6.0,6.0,121.0,150.0,10890.0,13500.0,0.0,sub_1S8MA7KojVEYZPlXDkQumot6,200,,0.0,eur,month,13500.0,0,growth,12935,199,0.015384615384615385,67.59999999999948,497.40000000000055,547.1400000000007,0.0,0.0,13500
Appleby Global,IN_HOUSE,applebyglobal.com,cus_StYtPmmBWk4eQc,sub_1Rxlq6KojVEYZPlX1vGcRFRp,100.0,1.0,1.0,5.0,100.0,450.0,9000.0,0.0,sub_1Rxlq6KojVEYZPlX1vGcRFRp,169,2029.0,0.0,eur,year,9000.0,0,pro,14925,1990,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,14925
Inscope Agency,AGENCY,inscope.agency,cus_SVcNk37FqR4jvD,sub_1Rab8gKojVEYZPlXyh0t895U,100.0,1.0,1.0,87.0,100.0,7830.0,9000.0,0.0,sub_1Rab8gKojVEYZPlXyh0t895U,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
OsmoFresh,IN_HOUSE,osmofresh.de,cus_SbjKRIC5X0S4AL,sub_1RgVwhKojVEYZPlX2FJ5acu4,25.0,1.0,1.0,8.0,25.0,720.0,2250.0,0.0,sub_1RgVwhKojVEYZPlX2FJ5acu4,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Get Found Digital,AGENCY,domo.com,cus_SQppElpjEpoeSI,sub_1RVyAEKojVEYZPlXHfXYPDvu,300.0,1.0,1.0,300.0,300.0,27000.0,27000.0,0.0,sub_1RVyAEKojVEYZPlXHfXYPDvu,499,,0.0,eur,month,27000.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Built In,IN_HOUSE,builtin.com,cus_SrjY0dEGPphTRt,sub_1Rw0CnKojVEYZPlXeS6IGqiQ,100.0,1.0,1.0,73.0,100.0,6570.0,9000.0,0.0,sub_1Rw0CnKojVEYZPlXeS6IGqiQ,199,,0.0,usd,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Digital Leverage,AGENCY,digitalleverage.ch,cus_S4JOSu6Wy9TePM,sub_1RAAlQKojVEYZPlXm1wOoBOg,30.0,4.0,4.0,79.0,120.0,7110.0,10800.0,2.0,sub_1RAAlQKojVEYZPlXm1wOoBOg,240,,0.0,eur,month,10800.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Solsten,IN_HOUSE,solsten.io,cus_Snyw3dPGdqOsBa,sub_1RsN2jKojVEYZPlXi1C9YLUU,25.0,1.0,1.0,21.0,25.0,1890.0,2250.0,0.0,sub_1RsN2jKojVEYZPlXi1C9YLUU,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
stop Looking,AGENCY,stoplooking.de,cus_SVyjKHru3Yu59t,sub_1RawmAKojVEYZPlX6QTFwnkC,25.0,2.0,2.0,29.0,50.0,2610.0,4500.0,0.0,sub_1RawmAKojVEYZPlX6QTFwnkC,178,,0.0,eur,month,4500.0,0,intro,2250,89,0.03955555555555555,2250.0,0.0,0.0,0.0,0.0,4500
neusta,AGENCY,neusta.de,cus_SlIQH54LQ7XO3k,sub_1RpmBbKojVEYZPlXw8oln1wa,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RpmBbKojVEYZPlXw8oln1wa,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
lovable,IN_HOUSE,lovable.dev,cus_T5903gkrWtoicu,sub_1S8z5oKojVEYZPlXmleJeSBG,25.0,1.0,1.0,23.0,25.0,2070.0,2250.0,0.0,sub_1S8z5oKojVEYZPlXmleJeSBG,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Design Sauce Studio,AGENCY,sauuuce.com,cus_Se0s1Bwr90IdcC,sub_1RqnsSKojVEYZPlXnUAMWj2y,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RqnsSKojVEYZPlXnUAMWj2y,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
OneBrand,AGENCY,onebrand.com,cus_T8dFiufXP72ahX,sub_1SCM0UKojVEYZPlX0wl2KRez,100.0,1.0,1.0,5.0,100.0,450.0,9000.0,0.0,sub_1SCM0UKojVEYZPlX0wl2KRez,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Puzzle,IN_HOUSE,puzzle.io,cus_TBhxuDwiHFIaI4,sub_1SFMJOKojVEYZPlXZKjLfUTl,25.0,1.0,1.0,18.0,25.0,1620.0,2250.0,0.0,sub_1SFMJOKojVEYZPlXZKjLfUTl,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Boldare,IN_HOUSE,boldare.com,cus_S5jJP1HLx2B6gT,sub_1RBXqUKojVEYZPlXuupifcWL,30.0,1.0,1.0,28.0,30.0,2520.0,2700.0,1.0,sub_1RBXqUKojVEYZPlXuupifcWL,96,,1.0,eur,month,2700.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Treuenfels,IN_HOUSE,treuenfels-personalberatung.com,cus_T1s0ZVsq9VfwJD,sub_1S5oMfKojVEYZPlX4cxm1biX,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1S5oMfKojVEYZPlX4cxm1biX,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
American Songwriter,IN_HOUSE,americansongwriter.com,cus_StGSziVrBgz6Kg,sub_1RxVTpKojVEYZPlXbJ4HAgDt,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1RxVTpKojVEYZPlXbJ4HAgDt,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Skycoach,IN_HOUSE,skycoach.gg,cus_SZiDuY73O6NrhU,sub_1ReYocKojVEYZPlXLPrQOkgZ,25.0,1.0,1.0,25.0,25.0,5250.0,5250.0,0.0,sub_1ReYocKojVEYZPlXLPrQOkgZ,227,,0.0,eur,month,5250.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Balani Custom Clothiers,IN_HOUSE,balanicustom.com,cus_Silxh4WWRDut0C,sub_1RnKQNKojVEYZPlXDiWxKYPm,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RnKQNKojVEYZPlXDiWxKYPm,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Enhesa,IN_HOUSE,enhesa.com,cus_SgptccZnwZmWe6,sub_1RlSJQKojVEYZPlXG3591l0h,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1RlSJQKojVEYZPlXG3591l0h,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Pestana Hotel Group,AGENCY,pestana.com,cus_T7UgkRAXA3H8Yo,sub_1SBFjfKojVEYZPlXM8inZooj,25.0,1.0,1.0,19.0,25.0,1710.0,2250.0,0.0,sub_1SBFjfKojVEYZPlXM8inZooj,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
SEMTRIX GmbH,AGENCY,semtrix.de,cus_SjsQ6gQzfx4zhp,sub_1RoOpyKojVEYZPlX74dJ0dKs,25.0,2.0,2.0,50.0,50.0,4500.0,4500.0,0.0,sub_1RoOpyKojVEYZPlX74dJ0dKs,178,,0.0,eur,month,4500.0,0,intro,2250,89,0.03955555555555555,2250.0,0.0,0.0,0.0,0.0,4500
DataDome,IN_HOUSE,datadome.co,cus_SDKZP95znaFWXB,sub_1RItv1KojVEYZPlXhb4CEDtk,100.0,1.0,1.0,99.0,100.0,11880.0,12000.0,1.0,sub_1RItv1KojVEYZPlXhb4CEDtk,248,,0.0,eur,month,12000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Holtzbrinck Buchverlage GmbH,AGENCY,holtzbrinck-buchverlage.de,cus_SuaEnbxp3OoIJ3,sub_1Ryl6OKojVEYZPlXSmA2Arjp,100.0,2.0,2.0,148.0,200.0,17760.0,24000.0,0.0,sub_1Ryl6OKojVEYZPlXSmA2Arjp,496,,0.0,eur,month,24000.0,0,growth,12935,199,0.015384615384615385,11065.0,0.0,0.0,0.0,0.0,24000
Financial Modeling Prep,IN_HOUSE,financialmodelingprep.com,cus_TBcCFICzWnPktc,sub_1SFExlKojVEYZPlXHOqqv3vE,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SFExlKojVEYZPlXHOqqv3vE,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Advice Agency,AGENCY,adviceagency.com,cus_SyQ8VouWXhc62l,sub_1S2TIzKojVEYZPlXk2TOgeGX,25.0,4.0,1.0,0.0,25.0,0.0,2250.0,0.0,sub_1S2TIzKojVEYZPlXk2TOgeGX,199,,0.0,eur,month,2250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Jaywing,AGENCY,jaywing.com.au,cus_SmgQ45e5kNkILp,sub_1Rr73XKojVEYZPlXn8NGYOOJ,50.0,2.0,1.0,5.0,25.0,450.0,2250.0,0.0,sub_1Rr73XKojVEYZPlXn8NGYOOJ,199,,0.0,eur,month,2250.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
lehof,AGENCY,lehof.de,cus_SGd0nfKV7bIKXW,sub_1ROdyjKojVEYZPlXICHdrhyd,25.0,1.0,2.0,27.0,50.0,2430.0,4500.0,0.0,sub_1ROdyjKojVEYZPlXICHdrhyd,90,,0.0,eur,month,4500.0,0,intro,2250,89,0.03955555555555555,25.280898876404496,2224.7191011235955,2447.191011235955,0.0,0.0,4500
Velaspan,IN_HOUSE,velaspan.com,cus_SopOrZzktL6Uqx,sub_1RtBmNKojVEYZPlXKuHYqhjS,25.0,1.0,1.0,22.0,25.0,1980.0,2250.0,0.0,sub_1RtBmNKojVEYZPlXKuHYqhjS,89,,0.0,usd,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Check24,IN_HOUSE,check24.de,cus_S6Dc5e9HoOwctp,sub_1RC1B2KojVEYZPlXeaEcXPtC,30.0,3.0,3.0,39.0,90.0,2340.0,6300.0,3.0,sub_1RC1B2KojVEYZPlXeaEcXPtC,180,,0.0,eur,month,6300.0,0,starter,3560,89,0.025,2740.0,0.0,0.0,0.0,0.0,6300
Flow Agency,AGENCY,flow-agency.com,cus_RpdUTheiW3FXhN,sub_1QvyDQKojVEYZPlXiKerghsd,40.0,4.0,3.0,68.0,90.0,6810.0,9000.0,2.0,sub_1QvyDQKojVEYZPlXiKerghsd,210,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Hearts & Science,AGENCY,hearts-science.com,cus_SioM6Z62vji3OW,sub_1RoiUMKojVEYZPlXRamB6Sip,,,26.0,922.0,1150.0,82980.0,103500.0,0.0,sub_1RoiUMKojVEYZPlXRamB6Sip,1500,,0.0,eur,month,103500.0,0,scale,37425,499,0.013333333333333334,66075.0,0.0,0.0,0.0,0.0,103500
Galaxy4Games,IN_HOUSE,galaxy4games.com,cus_TA1RtJ7TrFbojl,sub_1SDmcaKojVEYZPlXaqjlcpaZ,25.0,1.0,1.0,25.0,25.0,2250.0,2250.0,0.0,sub_1SDmcaKojVEYZPlXaqjlcpaZ,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
TCF,IN_HOUSE,tcf.team,cus_Sglbauz06yDLn1,sub_1RlO4CKojVEYZPlXHI8KF7Mm,25.0,4.0,4.0,65.0,100.0,5850.0,9000.0,0.0,sub_1RlO4CKojVEYZPlXHI8KF7Mm,300,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
LBASAD,IN_HOUSE,labasad.com,cus_T4uG0vz3pnVNLH,sub_1SADE2KojVEYZPlXtIFmysHL,25.0,1.0,1.0,24.0,25.0,2160.0,2250.0,0.0,sub_1SADE2KojVEYZPlXtIFmysHL,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
morefire,AGENCY,more-fire.com,cus_SDwj0pTmNgdp3R,sub_1RJUqEKojVEYZPlX5bNwpkmR,25.0,1.0,1.0,13.0,25.0,1170.0,2250.0,0.0,sub_1RJUqEKojVEYZPlX5bNwpkmR,90,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
RunThrough,IN_HOUSE,runthrough.com,cus_Sj3nPi4g5T5JDg,sub_1RndsMKojVEYZPlXICNz1zgF,25.0,1.0,1.0,12.0,25.0,1080.0,2250.0,0.0,sub_1RndsMKojVEYZPlXICNz1zgF,89,,0.0,eur,month,2250.0,0,starter,3560,89,0.025,0.0,0.0,0.0,0.0,0.0,3560
Tesla,AGENCY,tesla.com,cus_TA3oymUFegwfOB,sub_1SDjiLKojVEYZPlXkiA8xOsC,25.0,1.0,1.0,3.0,25.0,270.0,2250.0,0.0,sub_1SDjiLKojVEYZPlXkiA8xOsC,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
UneeQ,IN_HOUSE,digitalhumans.com,cus_SwqG1x8MmBq6ie,sub_1S0xcdKojVEYZPlXK61pgIXn,25.0,1.0,1.0,25.0,25.0,5250.0,5250.0,0.0,sub_1S0xcdKojVEYZPlXK61pgIXn,167,,0.0,eur,month,5250.0,0,starter,3560,89,0.025,1690.0,0.0,0.0,0.0,0.0,5250
Reedsy,IN_HOUSE,reedsy.com,cus_SGJy1t4fvJ5B4q,sub_1RMS8yKojVEYZPlXXz7bRsTG,100.0,1.0,1.0,100.0,100.0,9000.0,9000.0,0.0,sub_1RMS8yKojVEYZPlXXz7bRsTG,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
TEAM99,AGENCY,team99.it,cus_T5BRJjVKaiaFiK,sub_1S91A2KojVEYZPlX7yUJVWCh,25.0,1.0,1.0,6.0,25.0,540.0,2250.0,0.0,sub_1S91A2KojVEYZPlX7yUJVWCh,89,,0.0,eur,month,2250.0,0,intro,2250,89,0.03955555555555555,0.0,0.0,0.0,0.0,0.0,2250
Radyant,AGENCY,radyant.de,cus_ScO1DPbRPnABxT,sub_1Rh9FSKojVEYZPlXGNEls3uO,25.0,16.0,9.0,217.0,225.0,19530.0,20250.0,0.0,sub_1Rh9FSKojVEYZPlXGNEls3uO,499,,0.0,eur,month,20250.0,0,growth,12935,199,0.015384615384615385,7315.0,0.0,0.0,0.0,0.0,20250
DKC,AGENCY,dkcnews.com,cus_TC6m0XJKt4mFIs,sub_1SFiZ9KojVEYZPlX74Mae2LF,,,4.0,45.0,175.0,10800.0,27000.0,0.0,sub_1SFiZ9KojVEYZPlX74Mae2LF,1395,,0.0,eur,month,27000.0,0,scale,37425,499,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,37425
Digitalkeys,AGENCY,digitalkeys.fr,cus_StdVGHsZQqy0P8,sub_1RxqlNKojVEYZPlXFuIC9Hgw,50.0,2.0,2.0,39.0,100.0,3510.0,9000.0,0.0,sub_1RxqlNKojVEYZPlXFuIC9Hgw,199,,0.0,eur,month,9000.0,0,growth,12935,199,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,12935
Yogo,IN_HOUSE,yogo.dk,cus_SgO3LIYWkr92Ww,sub_1Rl1IwKojVEYZPlXEitrUI9M,100.0,1.0,1.0,77.0,100.0,6930.0,9000.0,0.0,sub_1Rl1IwKojVEYZPlXEitrUI9M,199,,0.0,eur,month,9000.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
Nord Security,IN_HOUSE,nordsecurity.com,cus_SGFL7brlxQxXp0,sub_1RLiriKojVEYZPlX6wrVhaDQ,105.0,4.0,4.0,103.0,105.0,9270.0,9450.0,0.0,sub_1RLiriKojVEYZPlX6wrVhaDQ,199,,0.0,eur,month,9450.0,0,pro,14925,199,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,14925
